Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,StudentID
female,group C,associate's degree,standard,none,widowed,regularly,yes,2.0,private,5 - 10,58,71,70,16174
female,group D,master's degree,free/reduced,completed,married,sometimes,yes,1.0,school_bus,5 - 10,62,73,82,16175
female,group B,master's degree,standard,completed,married,sometimes,yes,3.0,private,5 - 10,74,83,87,16176
male,group C,some college,standard,completed,married,regularly,yes,2.0,private,5 - 10,51,49,51,16177
male,group C,bachelor's degree,standard,completed,married,sometimes,no,3.0,school_bus,5 - 10,80,71,77,16178
male,group C,high school,standard,none,married,sometimes,yes,1.0,private,< 5,60,60,55,16179
female,group E,master's degree,free/reduced,none,single,regularly,yes,3.0,private,< 5,67,76,77,16180
female,group D,some college,standard,none,married,regularly,yes,3.0,school_bus,> 10,71,75,77,16181
female,group C,high school,standard,completed,married,sometimes,no,2.0,private,> 10,70,84,87,16182
male,group D,some college,free/reduced,completed,married,sometimes,yes,2.0,private,< 5,60,62,56,16183
female,group D,high school,free/reduced,none,married,regularly,yes,2.0,private,> 10,36,47,47,16184
female,group C,some college,standard,none,divorced,sometimes,yes,5.0,private,5 - 10,73,90,77,16185
male,group C,high school,free/reduced,none,divorced,sometimes,no,1.0,school_bus,< 5,72,72,66,16186
female,group D,some high school,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,54,70,66,16187
male,group C,some college,free/reduced,completed,divorced,sometimes,no,3.0,private,> 10,47,49,48,16188
male,group D,some college,standard,none,married,never,yes,2.0,school_bus,< 5,71,65,63,16189
male,group B,bachelor's degree,free/reduced,completed,divorced,never,yes,1.0,private,> 10,85,80,81,16190
female,group C,master's degree,standard,completed,married,regularly,yes,4.0,school_bus,5 - 10,66,80,75,16191
female,group D,high school,standard,none,single,sometimes,no,2.0,school_bus,> 10,78,74,79,16192
male,group B,some college,standard,none,married,regularly,yes,2.0,private,< 5,73,69,66,16193
male,group A,associate's degree,free/reduced,none,married,never,yes,2.0,school_bus,5 - 10,60,57,49,16194
male,group C,some high school,standard,none,married,regularly,yes,5.0,school_bus,< 5,76,66,64,16195
male,group D,associate's degree,free/reduced,completed,divorced,regularly,no,5.0,school_bus,5 - 10,73,73,75,16196
male,group D,some high school,standard,completed,single,sometimes,yes,2.0,school_bus,> 10,64,61,65,16197
female,group D,bachelor's degree,standard,completed,married,regularly,yes,0.0,private,< 5,86,93,91,16198
male,group C,some college,standard,none,married,sometimes,yes,1.0,private,5 - 10,92,78,71,16199
male,group C,some college,standard,none,married,regularly,yes,1.0,school_bus,< 5,68,65,62,16200
male,group C,some high school,standard,none,married,sometimes,yes,7.0,school_bus,5 - 10,54,58,52,16201
male,group C,high school,standard,completed,single,sometimes,yes,1.0,school_bus,5 - 10,80,74,78,16202
male,group A,high school,standard,none,married,sometimes,no,2.0,private,< 5,75,68,65,16203
female,group E,some college,standard,completed,divorced,sometimes,yes,0.0,school_bus,< 5,73,74,80,16204
male,group E,bachelor's degree,standard,none,married,never,no,1.0,school_bus,5 - 10,97,78,82,16205
male,group C,high school,free/reduced,none,married,regularly,yes,4.0,school_bus,> 10,58,51,49,16206
male,group B,some high school,free/reduced,completed,married,never,no,3.0,school_bus,> 10,50,51,51,16207
male,group C,bachelor's degree,standard,none,married,sometimes,yes,3.0,private,> 10,57,58,51,16208
female,group E,associate's degree,standard,none,married,sometimes,no,3.0,school_bus,> 10,70,70,73,16209
male,group D,some high school,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,67,72,71,16210
male,group B,high school,free/reduced,completed,single,sometimes,no,2.0,school_bus,5 - 10,56,61,57,16211
male,group B,associate's degree,free/reduced,none,single,sometimes,no,3.0,school_bus,> 10,78,79,77,16212
female,group C,bachelor's degree,standard,completed,married,sometimes,yes,0.0,school_bus,5 - 10,71,77,76,16213
male,group D,bachelor's degree,standard,completed,married,regularly,yes,1.0,private,> 10,75,73,74,16214
female,group C,some college,free/reduced,none,single,regularly,yes,3.0,private,5 - 10,49,66,65,16215
male,group B,associate's degree,standard,none,married,sometimes,yes,1.0,school_bus,< 5,75,69,65,16216
female,group E,master's degree,standard,none,married,sometimes,yes,3.0,school_bus,< 5,77,70,70,16217
female,group D,some college,standard,completed,married,never,no,1.0,school_bus,5 - 10,65,71,72,16218
female,group D,associate's degree,free/reduced,completed,divorced,regularly,yes,4.0,school_bus,5 - 10,87,97,100,16219
male,group B,high school,free/reduced,none,married,regularly,no,4.0,private,5 - 10,55,41,38,16220
female,group C,some high school,standard,none,married,sometimes,yes,4.0,school_bus,5 - 10,45,51,43,16221
female,group D,bachelor's degree,standard,none,married,sometimes,no,2.0,private,5 - 10,63,75,76,16222
female,group D,master's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,> 10,76,86,89,16223
female,group D,some college,standard,none,single,sometimes,no,3.0,private,> 10,89,90,83,16224
female,group D,associate's degree,standard,completed,married,sometimes,yes,4.0,school_bus,< 5,76,84,89,16225
female,group E,some college,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,49,44,44,16226
male,group D,high school,standard,completed,married,sometimes,yes,0.0,school_bus,5 - 10,75,72,72,16227
female,group B,high school,standard,completed,married,regularly,yes,1.0,school_bus,5 - 10,79,77,83,16228
male,group C,high school,free/reduced,none,single,sometimes,yes,0.0,private,5 - 10,44,48,40,16229
female,group B,associate's degree,free/reduced,completed,single,never,yes,3.0,school_bus,5 - 10,51,66,67,16230
male,group B,some college,standard,completed,divorced,sometimes,yes,2.0,private,5 - 10,49,38,48,16231
male,group C,some college,free/reduced,none,married,never,no,1.0,school_bus,5 - 10,36,34,32,16232
male,group E,high school,free/reduced,completed,married,never,yes,1.0,private,5 - 10,89,87,83,16233
female,group C,some high school,standard,completed,divorced,never,no,4.0,school_bus,5 - 10,43,57,57,16234
male,group B,some college,standard,none,married,sometimes,no,3.0,private,5 - 10,79,76,73,16235
male,group B,some college,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,84,79,72,16236
male,group C,some high school,standard,none,single,regularly,yes,5.0,school_bus,5 - 10,70,73,67,16237
female,group C,master's degree,standard,none,single,regularly,yes,2.0,school_bus,5 - 10,78,93,86,16238
male,group B,some college,standard,completed,single,regularly,yes,1.0,school_bus,5 - 10,92,77,86,16239
female,group E,high school,free/reduced,none,married,sometimes,no,2.0,private,5 - 10,84,92,89,16240
male,group E,associate's degree,free/reduced,none,married,regularly,yes,2.0,school_bus,5 - 10,85,81,75,16241
male,group B,master's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,< 5,68,76,72,16242
male,group E,some college,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,91,90,87,16243
male,group D,bachelor's degree,standard,completed,divorced,regularly,yes,3.0,private,< 5,71,62,66,16244
female,group E,some college,free/reduced,completed,married,regularly,yes,3.0,school_bus,5 - 10,81,87,86,16245
female,group D,high school,standard,completed,widowed,sometimes,no,5.0,private,< 5,67,70,78,16246
male,group A,associate's degree,free/reduced,none,divorced,never,no,1.0,school_bus,5 - 10,56,58,56,16247
female,group A,master's degree,standard,completed,married,sometimes,yes,1.0,school_bus,< 5,89,100,100,16248
female,group C,some college,free/reduced,completed,divorced,sometimes,yes,4.0,school_bus,5 - 10,83,91,90,16249
male,group D,associate's degree,standard,none,married,regularly,yes,4.0,private,5 - 10,78,76,69,16250
female,group A,some college,free/reduced,none,married,sometimes,no,1.0,private,> 10,58,71,62,16251
male,group E,some college,standard,completed,married,regularly,yes,3.0,school_bus,5 - 10,78,72,73,16252
female,group D,bachelor's degree,standard,completed,married,regularly,yes,4.0,school_bus,< 5,74,74,85,16253
male,group C,some high school,free/reduced,none,married,regularly,yes,4.0,private,5 - 10,55,61,50,16254
female,group C,high school,free/reduced,completed,widowed,regularly,no,2.0,school_bus,< 5,61,72,72,16255
female,group D,associate's degree,free/reduced,completed,married,regularly,yes,1.0,private,5 - 10,73,87,90,16256
female,group D,associate's degree,standard,none,single,sometimes,yes,2.0,school_bus,5 - 10,81,84,85,16257
male,group C,associate's degree,free/reduced,none,married,never,yes,1.0,school_bus,5 - 10,79,81,73,16258
male,group C,some college,standard,completed,married,sometimes,yes,2.0,school_bus,> 10,76,74,78,16259
female,group B,high school,free/reduced,completed,married,sometimes,yes,3.0,school_bus,< 5,42,52,56,16260
female,group C,some high school,standard,none,married,regularly,no,2.0,private,5 - 10,62,70,74,16261
female,group C,some high school,standard,completed,married,sometimes,yes,4.0,private,> 10,54,73,74,16262
male,group D,associate's degree,standard,completed,married,sometimes,no,2.0,school_bus,> 10,73,71,71,16263
female,group A,some high school,standard,none,married,regularly,yes,6.0,private,> 10,44,51,50,16264
male,group B,some high school,free/reduced,completed,married,sometimes,no,1.0,school_bus,> 10,39,34,40,16265
female,group C,bachelor's degree,standard,completed,single,sometimes,yes,1.0,private,> 10,85,94,92,16266
female,group C,some high school,standard,none,single,regularly,yes,2.0,private,5 - 10,87,93,88,16267
female,group C,some college,standard,completed,married,never,no,2.0,private,5 - 10,58,77,83,16268
female,group C,associate's degree,free/reduced,completed,married,never,no,3.0,school_bus,5 - 10,60,71,75,16269
female,group C,high school,standard,none,married,never,no,1.0,private,5 - 10,37,44,45,16270
female,group C,associate's degree,free/reduced,none,married,never,no,3.0,school_bus,5 - 10,64,83,79,16271
male,group E,bachelor's degree,free/reduced,none,divorced,sometimes,yes,5.0,private,< 5,84,75,76,16272
male,group B,some college,standard,none,divorced,never,no,2.0,school_bus,5 - 10,53,52,44,16273
male,group E,some college,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,73,63,61,16274
male,group B,some college,free/reduced,none,married,sometimes,yes,6.0,private,5 - 10,63,66,64,16275
female,group C,some high school,standard,none,married,never,no,3.0,school_bus,< 5,51,58,63,16276
male,group A,high school,standard,completed,single,regularly,yes,3.0,school_bus,5 - 10,59,60,63,16277
male,group E,high school,standard,completed,divorced,regularly,yes,1.0,school_bus,5 - 10,79,83,82,16278
male,group D,some college,standard,none,married,sometimes,no,2.0,school_bus,> 10,78,62,60,16279
female,group B,some college,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,88,91,93,16280
female,group A,high school,free/reduced,completed,single,sometimes,yes,1.0,school_bus,> 10,45,63,65,16281
male,group C,some high school,standard,completed,married,sometimes,no,3.0,school_bus,< 5,75,71,68,16282
female,group C,associate's degree,standard,none,single,regularly,yes,2.0,school_bus,5 - 10,62,66,65,16283
female,group D,high school,standard,completed,single,regularly,no,1.0,private,5 - 10,48,53,56,16284
female,group D,some college,standard,none,single,regularly,yes,1.0,school_bus,5 - 10,65,83,73,16285
male,group C,some high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,< 5,45,38,46,16286
male,group D,some college,free/reduced,completed,single,regularly,yes,1.0,school_bus,5 - 10,66,75,69,16287
male,group C,some high school,standard,none,single,regularly,yes,2.0,private,5 - 10,69,54,55,16288
female,group C,high school,standard,none,single,sometimes,yes,1.0,school_bus,< 5,76,79,80,16289
female,group A,associate's degree,standard,none,married,sometimes,yes,2.0,school_bus,5 - 10,57,64,66,16290
male,group C,high school,standard,none,single,regularly,no,1.0,private,5 - 10,54,51,52,16291
female,group C,high school,standard,none,divorced,regularly,no,1.0,private,5 - 10,63,65,70,16292
male,group B,associate's degree,standard,none,married,sometimes,yes,1.0,school_bus,> 10,96,85,90,16293
male,group C,associate's degree,standard,completed,single,sometimes,yes,0.0,school_bus,5 - 10,75,75,73,16294
male,group D,some college,standard,none,married,never,no,1.0,school_bus,5 - 10,54,51,48,16295
male,group E,some high school,standard,none,divorced,sometimes,no,2.0,school_bus,5 - 10,89,94,85,16296
male,group C,some college,standard,none,married,regularly,yes,2.0,private,5 - 10,75,69,72,16297
female,group D,some college,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,83,95,98,16298
female,group E,associate's degree,free/reduced,none,single,sometimes,yes,2.0,school_bus,< 5,61,77,67,16299
male,group B,associate's degree,standard,none,single,sometimes,yes,1.0,private,5 - 10,92,95,89,16300
male,group B,associate's degree,free/reduced,none,married,sometimes,no,2.0,school_bus,< 5,50,53,49,16301
female,group B,high school,standard,none,single,never,no,3.0,school_bus,5 - 10,80,86,87,16302
female,group A,some high school,free/reduced,completed,married,sometimes,yes,1.0,school_bus,< 5,56,67,74,16303
female,group B,some high school,standard,none,married,never,no,1.0,school_bus,< 5,37,43,42,16304
male,group D,bachelor's degree,free/reduced,none,married,sometimes,yes,2.0,private,< 5,80,78,76,16305
male,group E,some college,free/reduced,completed,married,regularly,yes,3.0,school_bus,> 10,88,87,81,16306
female,group D,some college,free/reduced,none,single,regularly,yes,2.0,school_bus,> 10,58,71,76,16307
male,group A,some college,standard,none,divorced,regularly,no,2.0,school_bus,< 5,37,31,28,16308
female,group C,associate's degree,free/reduced,completed,single,regularly,yes,1.0,private,5 - 10,74,77,80,16309
female,group B,some college,free/reduced,none,married,sometimes,yes,2.0,school_bus,< 5,69,72,69,16310
male,group C,some college,standard,none,married,regularly,yes,0.0,private,< 5,72,56,61,16311
male,group C,some high school,standard,completed,single,regularly,yes,1.0,school_bus,> 10,74,74,73,16312
male,group A,some high school,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,49,46,40,16313
male,group B,some college,standard,completed,married,sometimes,yes,4.0,school_bus,5 - 10,62,68,64,16314
female,group D,bachelor's degree,free/reduced,none,married,sometimes,no,1.0,private,> 10,40,53,61,16315
male,group E,some college,standard,none,married,regularly,yes,0.0,private,5 - 10,91,72,73,16316
male,group D,some high school,free/reduced,completed,married,regularly,yes,2.0,school_bus,< 5,55,62,68,16317
female,group A,some high school,standard,none,married,sometimes,yes,3.0,school_bus,> 10,49,61,56,16318
male,group A,some college,standard,none,divorced,never,yes,4.0,private,5 - 10,53,54,49,16319
female,group C,high school,free/reduced,none,married,regularly,yes,2.0,private,5 - 10,39,63,53,16320
male,group C,associate's degree,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,70,62,63,16321
female,group E,some college,free/reduced,completed,single,sometimes,no,2.0,school_bus,5 - 10,78,83,85,16322
female,group B,bachelor's degree,free/reduced,none,widowed,regularly,yes,0.0,school_bus,> 10,55,62,63,16323
female,group C,high school,free/reduced,none,married,sometimes,yes,1.0,school_bus,< 5,29,44,40,16324
male,group C,some college,standard,none,married,sometimes,yes,1.0,school_bus,< 5,73,68,68,16325
female,group C,associate's degree,standard,completed,married,sometimes,no,3.0,school_bus,5 - 10,66,73,74,16326
female,group B,master's degree,free/reduced,none,divorced,sometimes,yes,2.0,private,> 10,49,65,61,16327
male,group D,some high school,standard,none,married,never,yes,3.0,private,< 5,61,56,55,16328
female,group C,associate's degree,standard,none,married,regularly,no,5.0,school_bus,5 - 10,78,87,84,16329
male,group C,high school,standard,completed,single,sometimes,yes,2.0,school_bus,> 10,92,88,85,16330
male,group D,associate's degree,standard,none,single,sometimes,yes,3.0,school_bus,> 10,84,65,68,16331
male,group D,some high school,standard,none,married,never,yes,3.0,school_bus,> 10,71,68,67,16332
male,group C,associate's degree,standard,none,divorced,never,no,1.0,school_bus,5 - 10,60,60,55,16333
male,group B,some college,standard,none,married,regularly,yes,0.0,school_bus,5 - 10,58,57,51,16334
male,group D,bachelor's degree,standard,none,married,sometimes,no,1.0,school_bus,< 5,78,74,73,16335
female,group B,some high school,free/reduced,none,married,regularly,no,2.0,private,> 10,56,63,59,16336
female,group D,bachelor's degree,standard,none,married,sometimes,yes,1.0,school_bus,< 5,70,86,86,16337
male,group A,some high school,standard,completed,married,regularly,no,3.0,private,5 - 10,78,66,63,16338
female,group E,some college,standard,completed,single,regularly,yes,5.0,school_bus,5 - 10,100,97,100,16339
female,group E,high school,free/reduced,completed,married,sometimes,yes,3.0,school_bus,< 5,59,61,65,16340
female,group D,some high school,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,67,70,71,16341
female,group D,some college,standard,none,married,regularly,yes,3.0,school_bus,> 10,66,75,75,16342
male,group D,associate's degree,standard,none,divorced,sometimes,yes,3.0,school_bus,< 5,62,61,61,16343
male,group D,some college,standard,completed,divorced,never,yes,0.0,private,< 5,80,84,78,16344
male,group D,bachelor's degree,standard,none,divorced,regularly,no,1.0,school_bus,5 - 10,92,82,79,16345
male,group C,associate's degree,free/reduced,none,divorced,sometimes,yes,0.0,school_bus,5 - 10,16,17,16,16346
female,group E,bachelor's degree,standard,none,divorced,sometimes,no,3.0,private,5 - 10,100,97,100,16347
female,group C,some college,standard,completed,married,sometimes,yes,4.0,school_bus,5 - 10,70,87,79,16348
female,group D,associate's degree,standard,none,married,never,yes,4.0,private,5 - 10,78,85,82,16349
female,group B,some college,standard,none,divorced,sometimes,yes,0.0,school_bus,< 5,81,90,83,16350
female,group D,associate's degree,free/reduced,completed,married,never,no,1.0,school_bus,< 5,60,61,64,16351
male,group E,bachelor's degree,standard,none,married,never,yes,1.0,private,5 - 10,94,95,90,16352
female,group C,bachelor's degree,standard,none,married,sometimes,yes,3.0,school_bus,5 - 10,91,96,98,16353
male,group C,master's degree,free/reduced,none,single,regularly,yes,1.0,school_bus,< 5,83,88,84,16354
female,group C,some high school,standard,none,married,sometimes,no,2.0,school_bus,< 5,42,51,54,16355
male,group C,some college,free/reduced,none,married,sometimes,yes,1.0,private,5 - 10,41,52,49,16356
male,group B,some college,standard,completed,married,sometimes,yes,4.0,school_bus,> 10,96,98,90,16357
female,group D,some college,free/reduced,none,single,sometimes,yes,4.0,school_bus,> 10,49,65,65,16358
female,group C,some high school,free/reduced,none,single,sometimes,no,2.0,private,< 5,36,58,48,16359
female,group C,associate's degree,standard,none,single,sometimes,yes,2.0,private,5 - 10,77,84,86,16360
male,group B,some high school,standard,completed,divorced,sometimes,yes,3.0,private,5 - 10,61,69,63,16361
female,group D,some college,free/reduced,none,single,regularly,no,3.0,private,< 5,66,72,74,16362
female,group C,high school,standard,none,married,sometimes,no,1.0,school_bus,5 - 10,68,77,77,16363
male,group C,some college,standard,none,divorced,sometimes,no,1.0,private,5 - 10,57,50,50,16364
male,group B,some high school,free/reduced,none,married,regularly,yes,3.0,school_bus,5 - 10,49,42,43,16365
female,group C,high school,standard,completed,single,sometimes,yes,4.0,private,5 - 10,32,52,56,16366
male,group B,bachelor's degree,free/reduced,completed,married,regularly,yes,0.0,private,5 - 10,60,52,59,16367
female,group E,some college,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,80,84,96,16368
female,group B,some high school,standard,none,married,regularly,no,1.0,private,< 5,71,72,73,16369
male,group D,high school,standard,none,single,sometimes,no,1.0,private,5 - 10,80,67,74,16370
male,group B,bachelor's degree,free/reduced,completed,married,regularly,no,5.0,school_bus,< 5,73,74,80,16371
female,group C,high school,standard,none,single,sometimes,no,2.0,school_bus,5 - 10,48,53,51,16372
female,group B,some college,free/reduced,none,married,regularly,yes,4.0,school_bus,> 10,29,47,46,16373
female,group E,some college,standard,completed,married,sometimes,no,2.0,private,5 - 10,82,83,87,16374
male,group B,some college,standard,none,married,regularly,no,2.0,private,5 - 10,80,71,68,16375
male,group C,associate's degree,free/reduced,none,single,sometimes,no,2.0,school_bus,< 5,60,54,50,16376
male,group D,some college,free/reduced,completed,married,sometimes,yes,3.0,school_bus,5 - 10,59,59,60,16377
male,group D,some college,standard,completed,married,regularly,no,4.0,school_bus,5 - 10,100,91,96,16378
male,group C,associate's degree,standard,none,divorced,sometimes,yes,4.0,school_bus,< 5,78,80,75,16379
female,group E,high school,standard,completed,divorced,sometimes,no,1.0,private,> 10,91,93,97,16380
female,group E,some high school,standard,none,single,sometimes,yes,3.0,private,> 10,88,96,89,16381
female,group C,some high school,standard,none,married,never,yes,1.0,private,> 10,60,63,55,16382
female,group D,associate's degree,free/reduced,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,61,76,72,16383
female,group B,some high school,free/reduced,completed,divorced,never,yes,0.0,private,5 - 10,77,85,85,16384
male,group B,some college,free/reduced,none,single,sometimes,yes,1.0,school_bus,> 10,66,70,64,16385
female,group B,some college,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,72,76,77,16386
male,group D,bachelor's degree,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,76,59,60,16387
male,group C,bachelor's degree,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,75,78,72,16388
female,group C,high school,free/reduced,none,single,regularly,yes,5.0,school_bus,5 - 10,58,75,72,16389
male,group C,high school,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,67,60,53,16390
male,group E,associate's degree,standard,completed,married,sometimes,yes,1.0,private,> 10,67,64,61,16391
male,group D,some college,standard,completed,divorced,regularly,yes,1.0,private,5 - 10,81,77,76,16392
female,group D,some college,standard,completed,married,regularly,yes,2.0,school_bus,5 - 10,75,83,87,16393
male,group B,some college,free/reduced,completed,single,regularly,yes,0.0,private,5 - 10,46,54,50,16394
male,group C,bachelor's degree,standard,completed,divorced,never,no,3.0,school_bus,5 - 10,84,74,78,16395
male,group C,some college,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,81,75,72,16396
female,group B,associate's degree,free/reduced,completed,single,sometimes,yes,3.0,private,5 - 10,70,76,80,16397
male,group C,some college,standard,none,married,regularly,yes,3.0,private,5 - 10,65,56,49,16398
male,group C,high school,free/reduced,completed,single,sometimes,no,4.0,private,5 - 10,64,61,56,16399
male,group E,high school,free/reduced,none,married,regularly,no,3.0,school_bus,< 5,74,78,74,16400
male,group B,some high school,standard,none,single,never,yes,0.0,school_bus,< 5,59,57,47,16401
female,group E,some college,free/reduced,none,single,never,no,4.0,private,5 - 10,80,95,88,16402
male,group D,high school,standard,completed,married,regularly,yes,2.0,school_bus,5 - 10,91,82,84,16403
male,group C,associate's degree,free/reduced,completed,single,sometimes,no,3.0,private,> 10,82,81,87,16404
male,group D,high school,standard,none,married,regularly,no,1.0,private,< 5,46,42,47,16405
male,group E,bachelor's degree,standard,none,married,never,no,3.0,private,5 - 10,93,83,81,16406
female,group C,some high school,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10,35,50,43,16407
male,group C,some high school,standard,none,divorced,sometimes,yes,2.0,private,5 - 10,72,76,73,16408
male,group C,some college,standard,none,married,regularly,no,2.0,school_bus,5 - 10,84,86,85,16409
male,group C,some college,standard,completed,married,sometimes,yes,2.0,school_bus,5 - 10,66,56,59,16410
male,group D,high school,standard,none,married,sometimes,no,2.0,private,> 10,69,64,63,16411
male,group C,high school,standard,none,married,sometimes,yes,0.0,school_bus,5 - 10,56,56,47,16412
female,group D,some high school,standard,none,single,regularly,yes,0.0,private,5 - 10,62,73,67,16413
female,group C,associate's degree,standard,completed,married,sometimes,yes,2.0,school_bus,< 5,75,98,97,16414
male,group D,associate's degree,standard,completed,married,regularly,no,1.0,private,< 5,66,68,74,16415
male,group C,master's degree,standard,completed,married,sometimes,no,4.0,school_bus,< 5,72,78,77,16416
male,group C,some high school,standard,completed,single,sometimes,yes,4.0,school_bus,> 10,59,49,48,16417
male,group C,high school,free/reduced,none,married,regularly,no,2.0,private,5 - 10,31,44,38,16418
male,group A,bachelor's degree,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,85,82,71,16419
female,group C,high school,standard,completed,single,sometimes,no,2.0,private,5 - 10,68,71,70,16420
female,group C,high school,free/reduced,none,divorced,sometimes,yes,2.0,school_bus,< 5,50,54,51,16421
female,group B,high school,standard,completed,married,sometimes,yes,5.0,private,< 5,70,83,88,16422
male,group B,high school,free/reduced,completed,single,regularly,yes,0.0,private,5 - 10,83,77,84,16423
male,group C,some high school,standard,none,married,regularly,no,2.0,school_bus,< 5,87,79,80,16424
female,group A,some high school,free/reduced,none,single,regularly,yes,3.0,private,< 5,28,45,39,16425
male,group B,some high school,free/reduced,none,single,regularly,yes,1.0,private,5 - 10,71,72,64,16426
female,group C,master's degree,free/reduced,completed,married,sometimes,yes,4.0,private,5 - 10,78,82,84,16427
female,group C,associate's degree,free/reduced,completed,married,regularly,no,1.0,school_bus,> 10,48,55,66,16428
male,group C,high school,standard,completed,divorced,sometimes,yes,0.0,private,> 10,63,73,68,16429
male,group A,bachelor's degree,free/reduced,none,married,sometimes,yes,3.0,private,5 - 10,68,66,62,16430
female,group D,bachelor's degree,free/reduced,none,single,sometimes,yes,1.0,private,5 - 10,79,86,87,16431
male,group C,associate's degree,free/reduced,none,single,sometimes,yes,4.0,private,5 - 10,50,51,42,16432
female,group D,some college,standard,none,single,never,yes,2.0,school_bus,5 - 10,65,74,73,16433
female,group C,bachelor's degree,standard,completed,married,sometimes,yes,4.0,private,> 10,78,88,89,16434
female,group D,master's degree,free/reduced,completed,married,regularly,no,1.0,school_bus,5 - 10,52,64,68,16435
female,group D,some college,free/reduced,none,married,regularly,yes,2.0,private,> 10,58,78,78,16436
female,group B,some high school,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,56,61,61,16437
male,group C,some college,free/reduced,completed,married,regularly,yes,3.0,private,5 - 10,81,84,84,16438
male,group D,high school,free/reduced,completed,married,regularly,yes,3.0,school_bus,5 - 10,84,94,90,16439
female,group D,some high school,standard,none,married,never,no,2.0,private,> 10,50,61,59,16440
male,group D,some high school,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,66,60,60,16441
female,group C,high school,standard,none,divorced,regularly,no,4.0,school_bus,< 5,79,90,86,16442
female,group C,high school,standard,none,single,sometimes,yes,2.0,private,5 - 10,72,82,76,16443
male,group C,associate's degree,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,52,52,47,16444
female,group D,some college,standard,none,married,never,yes,3.0,private,< 5,49,57,62,16445
female,group D,some college,standard,none,divorced,sometimes,yes,2.0,private,5 - 10,49,63,66,16446
male,group C,high school,free/reduced,completed,divorced,never,no,3.0,school_bus,5 - 10,64,55,52,16447
female,group C,some college,standard,none,single,regularly,yes,0.0,private,< 5,73,80,80,16448
female,group D,some high school,free/reduced,completed,divorced,sometimes,yes,3.0,private,5 - 10,81,84,88,16449
male,group C,master's degree,standard,none,married,never,no,2.0,private,> 10,78,73,75,16450
female,group D,high school,standard,none,married,regularly,yes,1.0,private,< 5,65,64,68,16451
female,group E,some high school,standard,none,widowed,never,yes,0.0,school_bus,5 - 10,67,66,69,16452
female,group B,high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,> 10,39,66,54,16453
female,group D,some college,standard,none,married,sometimes,no,3.0,school_bus,> 10,52,54,55,16454
female,group D,associate's degree,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,39,46,48,16455
male,group D,high school,free/reduced,none,married,sometimes,no,1.0,private,5 - 10,66,58,58,16456
male,group C,associate's degree,standard,none,married,never,yes,3.0,school_bus,< 5,79,67,63,16457
female,group C,high school,standard,none,married,regularly,yes,4.0,private,5 - 10,70,84,79,16458
female,group D,some college,standard,none,single,never,no,3.0,school_bus,< 5,49,69,62,16459
male,group E,associate's degree,standard,none,single,sometimes,yes,1.0,school_bus,< 5,80,66,61,16460
male,group D,some high school,standard,none,married,regularly,yes,1.0,school_bus,5 - 10,59,56,55,16461
male,group B,associate's degree,free/reduced,completed,divorced,sometimes,no,2.0,school_bus,< 5,54,62,54,16462
male,group C,master's degree,standard,none,divorced,regularly,no,2.0,school_bus,5 - 10,72,74,70,16463
female,group D,some college,standard,completed,divorced,never,no,3.0,private,< 5,82,97,93,16464
female,group A,associate's degree,standard,none,divorced,sometimes,yes,2.0,private,5 - 10,72,81,76,16465
male,group E,bachelor's degree,standard,completed,divorced,regularly,yes,3.0,school_bus,> 10,99,86,96,16466
male,group C,high school,standard,completed,married,regularly,yes,1.0,school_bus,> 10,84,73,64,16467
male,group B,some college,free/reduced,none,married,sometimes,yes,1.0,private,< 5,44,35,40,16468
male,group C,associate's degree,standard,completed,widowed,sometimes,yes,2.0,private,> 10,81,82,86,16469
